section,subsection,label,value,units,notes,
Estate Planning,SN_Trust,funding_schedule,,USD/yr,annual contribution,
Estate Planning,SN_Trust,growth_rate,,pct,,
Estate Planning,SN_Trust,is_third_party,,boolean,no Medicaid payback,
Estate Planning,SN_ABLE,balance_today,,USD,,
Estate Planning,SN_ABLE,monthly_contribution,,USD/mo,,
Estate Planning,SN_ABLE,annual_contribution_limit,,USD/yr,base-year federal limit,
Estate Planning,SN_GovBenefits,ssi_monthly,,USD/mo,,
Estate Planning,SN_GovBenefits,ssdi_monthly,,USD/mo,,
Estate Planning,SN_GovBenefits,medicaid_enrolled,,boolean,,
Estate Planning,QTIP Trust,enabled,,,,
Estate Planning,QTIP Trust,funding_amount,,,,
Estate Planning,QTIP Trust,manages_annuity_after_first_death,,,,
Estate Planning,QTIP Trust,note,,,,
Estate Planning,Credit Shelter Trust,enabled,,,,
Estate Planning,Credit Shelter Trust,amount,,,,
Estate Planning,Credit Shelter Trust,note,,,,
Insurance In Force,Life,policy_count,,count,traditional life insurance policies in force (annuity death benefits tracked separately),
Insurance In Force,Long-Term Care,policy_count,,count,standalone LTC policies in force,
Insurance In Force,Disability,policy_count,,count,disability income policies (typically N/A once retired),
Insurance In Force,Umbrella Liability,policy_count,,count,umbrella liability policy - recommend review for a HNW household,
Insurance In Force,Property and Casualty,policy_count,,count,homeowner + auto policies,
Insurance In Force,Life_Term_Alexander,owner,,,sample/demo reporting module; not cash-flow-driving unless specifically enabled,
Insurance In Force,Life_Term_Alexander,insured,,,,
Insurance In Force,Life_Term_Alexander,beneficiary,,,,
Insurance In Force,Life_Term_Alexander,policy_type,,,,
Insurance In Force,Life_Term_Alexander,face_amount,,USD,,
Insurance In Force,Life_Term_Alexander,cash_value_today,,USD,,
Insurance In Force,Life_Term_Alexander,annual_premium,,USD,,
Insurance In Force,Life_Term_Alexander,term_end_year,,year,,
Insurance In Force,Life_Term_Alexander,premium_end_year,,year,,
Insurance In Force,Life_Term_Alexander,cash_value_growth_rate,,pct,,
Insurance In Force,Life_Term_Alexander,owned_by_ilit,,boolean,,
Insurance In Force,Life_Whole_Morgan,owner,,,sample/demo reporting module; not cash-flow-driving unless specifically enabled,
Insurance In Force,Life_Whole_Morgan,insured,,,,
Insurance In Force,Life_Whole_Morgan,beneficiary,,,,
Insurance In Force,Life_Whole_Morgan,policy_type,,,,
Insurance In Force,Life_Whole_Morgan,face_amount,,USD,,
Insurance In Force,Life_Whole_Morgan,cash_value_today,,USD,,
Insurance In Force,Life_Whole_Morgan,annual_premium,,USD,,
Insurance In Force,Life_Whole_Morgan,term_end_year,,year,n/a for whole,
Insurance In Force,Life_Whole_Morgan,premium_end_year,,year,,
Insurance In Force,Life_Whole_Morgan,cash_value_growth_rate,,pct,,
Insurance In Force,Life_Whole_Morgan,owned_by_ilit,,boolean,,
Insurance In Force,DI_Group_Alexander,type,,,sample/demo reporting module; not cash-flow-driving unless specifically enabled,
Insurance In Force,DI_Group_Alexander,insured,,,,
Insurance In Force,DI_Group_Alexander,monthly_benefit,,USD/mo,,
Insurance In Force,DI_Group_Alexander,elimination_days,,days,,
Insurance In Force,DI_Group_Alexander,benefit_period_years,,years,to age 65,
Insurance In Force,DI_Group_Alexander,premium_annual,,USD,,
Insurance In Force,DI_Group_Alexander,premium_pre_tax,,boolean,benefit taxable,
Insurance In Force,DI_Scenario,simulate_disability_year,,year,0 = no simulated event,
Insurance In Force,PC_Homeowner,policy_type,,,sample/demo reporting module; not cash-flow-driving unless specifically enabled,
Insurance In Force,PC_Homeowner,coverage_limit,,USD,,
Insurance In Force,PC_Homeowner,deductible,,USD,,
Insurance In Force,PC_Homeowner,annual_premium,,USD,,
Insurance In Force,PC_Auto,policy_type,,,sample/demo reporting module; not cash-flow-driving unless specifically enabled,
Insurance In Force,PC_Auto,coverage_limit,,USD,,
Insurance In Force,PC_Auto,deductible,,USD,,
Insurance In Force,PC_Auto,annual_premium,,USD,,
Insurance In Force,PC_Umbrella,policy_type,,,sample/demo reporting module; not cash-flow-driving unless specifically enabled,
Insurance In Force,PC_Umbrella,coverage_limit,,USD,,
Insurance In Force,PC_Umbrella,deductible,,USD,,
Insurance In Force,PC_Umbrella,annual_premium,,USD,,
Insurance In Force,PC_Targets,umbrella_target_multiple_of_nw,,multiplier,recommended for HNW,
Education Funding,529 Accounts,account_count,,count,number of 529 plans,
Education Funding,Grandchild_A_529,owner,,,529 account for grandchild,
Education Funding,Grandchild_A_529,beneficiary,,,,
Education Funding,Grandchild_A_529,balance_today,,USD,sample/demo reporting module; not cash-flow-driving unless specifically enabled,
Education Funding,Grandchild_A_529,monthly_contribution,,USD,,
Education Funding,Grandchild_A_529,contribution_end_year,,year,,
Education Funding,Grandchild_A_529,growth_rate,,pct,,
Education Funding,Grandchild_A_529,state_deduction_eligible,,boolean,IL has no 529 deduction,
Education Funding,Grandchild_A_Goal,beneficiary,,,,
Education Funding,Grandchild_A_Goal,start_year,,year,,
Education Funding,Grandchild_A_Goal,end_year,,year,,
Education Funding,Grandchild_A_Goal,annual_cost_today,,USD,full freight private,
Education Funding,Grandchild_A_Goal,cost_inflation_rate,,pct,,
Education Funding,Policy,allow_secure_2_roth_rollover,,boolean,,
Education Funding,Policy,state_deduction_limit_annual,,USD,IL no deduction,
Equity Compensation,RSU_2024,recipient,,,sample/demo reporting module; not cash-flow-driving unless specifically enabled,
Equity Compensation,RSU_2024,grant_type,,,,
Equity Compensation,RSU_2024,shares_outstanding,,shares,,
Equity Compensation,RSU_2024,fmv_per_share_today,,USD/share,,
Equity Compensation,RSU_2024,exercise_price,,USD/share,n/a for RSU,
Equity Compensation,RSU_2024,grant_date,,date,,
Equity Compensation,RSU_2024,vest_schedule,,,,
Equity Compensation,RSU_2024,planned_exercise_year,,year,n/a for RSU,
Equity Compensation,RSU_2024,planned_sale_year,,year,,
Equity Compensation,RSU_2024,fmv_growth_rate,,pct,,
Equity Compensation,ISO_2023,recipient,,,sample/demo reporting module; not cash-flow-driving unless specifically enabled,
Equity Compensation,ISO_2023,grant_type,,,,
Equity Compensation,ISO_2023,shares_outstanding,,shares,,
Equity Compensation,ISO_2023,fmv_per_share_today,,USD/share,,
Equity Compensation,ISO_2023,exercise_price,,USD/share,,
Equity Compensation,ISO_2023,grant_date,,date,,
Equity Compensation,ISO_2023,vest_schedule,,,,
Equity Compensation,ISO_2023,planned_exercise_year,,year,,
Equity Compensation,ISO_2023,planned_sale_year,,year,,
Equity Compensation,ISO_2023,fmv_growth_rate,,pct,,
Estate Planning,Federal,portability_enabled,,yes/no,Federal DSUE/portability enabled in terminal estate approximation.,
Estate Planning,Step-Up,property_regime,,choice,"COMMON_LAW, HALF_STEP_UP, FULL_STEP_UP, or COMMUNITY_PROPERTY.",
Estate Planning,Step-Up,former_spouse_name,,text,Optional name used only by the Beneficiary & Titling Audit (Sheet 14) to flag a former spouse still named as a beneficiary on any account.
Account Titling,Business_Checking,primary_beneficiary,,text,Name of the primary beneficiary on file for this account. Reviewed by the Beneficiary & Titling Audit (Sheet 14).
Account Titling,Business_Checking,contingent_beneficiary,,text,Name of the contingent (backup) beneficiary on file for this account.
Account Titling,Business_Checking,titling,,choice,"INDIVIDUAL | JTWROS | TENANTS_IN_COMMON | COMMUNITY_PROPERTY | SEPARATE_PROPERTY | TRUST_TITLED | TOD_POD; How this account is titled. Drives this account's own basis step-up/survivor-bonus fraction instead of the household-wide property regime, and flags JTWROS/community-property review prompts on Sheet 14. Leave blank to use the household default."
Account Titling,Business_Checking,trust_see_through,,bool,TRUE if a trust named as beneficiary qualifies as a see-through trust for RMD purposes (avoids the Sheet 14 trust_no_see_through flag).
Account Titling,Family_Checking,primary_beneficiary,,text,Name of the primary beneficiary on file for this account. Reviewed by the Beneficiary & Titling Audit (Sheet 14).
Account Titling,Family_Checking,contingent_beneficiary,,text,Name of the contingent (backup) beneficiary on file for this account.
Account Titling,Family_Checking,titling,,choice,"INDIVIDUAL | JTWROS | TENANTS_IN_COMMON | COMMUNITY_PROPERTY | SEPARATE_PROPERTY | TRUST_TITLED | TOD_POD; How this account is titled. Drives this account's own basis step-up/survivor-bonus fraction instead of the household-wide property regime, and flags JTWROS/community-property review prompts on Sheet 14. Leave blank to use the household default."
Account Titling,Family_Checking,trust_see_through,,bool,TRUE if a trust named as beneficiary qualifies as a see-through trust for RMD purposes (avoids the Sheet 14 trust_no_see_through flag).
Account Titling,Member_1_401k,primary_beneficiary,,text,Name of the primary beneficiary on file for this account. Reviewed by the Beneficiary & Titling Audit (Sheet 14).
Account Titling,Member_1_401k,contingent_beneficiary,,text,Name of the contingent (backup) beneficiary on file for this account.
Account Titling,Member_1_401k,titling,,choice,"INDIVIDUAL | JTWROS | TENANTS_IN_COMMON | COMMUNITY_PROPERTY | SEPARATE_PROPERTY | TRUST_TITLED | TOD_POD; How this account is titled. Drives this account's own basis step-up/survivor-bonus fraction instead of the household-wide property regime, and flags JTWROS/community-property review prompts on Sheet 14. Leave blank to use the household default."
Account Titling,Member_1_401k,trust_see_through,,bool,TRUE if a trust named as beneficiary qualifies as a see-through trust for RMD purposes (avoids the Sheet 14 trust_no_see_through flag).
Account Titling,Member_1_HSA,primary_beneficiary,,text,Name of the primary beneficiary on file for this account. Reviewed by the Beneficiary & Titling Audit (Sheet 14).
Account Titling,Member_1_HSA,contingent_beneficiary,,text,Name of the contingent (backup) beneficiary on file for this account.
Account Titling,Member_1_HSA,titling,,choice,"INDIVIDUAL | JTWROS | TENANTS_IN_COMMON | COMMUNITY_PROPERTY | SEPARATE_PROPERTY | TRUST_TITLED | TOD_POD; How this account is titled. Drives this account's own basis step-up/survivor-bonus fraction instead of the household-wide property regime, and flags JTWROS/community-property review prompts on Sheet 14. Leave blank to use the household default."
Account Titling,Member_1_HSA,trust_see_through,,bool,TRUE if a trust named as beneficiary qualifies as a see-through trust for RMD purposes (avoids the Sheet 14 trust_no_see_through flag).
Account Titling,Member_1_IRA,primary_beneficiary,,text,Name of the primary beneficiary on file for this account. Reviewed by the Beneficiary & Titling Audit (Sheet 14).
Account Titling,Member_1_IRA,contingent_beneficiary,,text,Name of the contingent (backup) beneficiary on file for this account.
Account Titling,Member_1_IRA,titling,,choice,"INDIVIDUAL | JTWROS | TENANTS_IN_COMMON | COMMUNITY_PROPERTY | SEPARATE_PROPERTY | TRUST_TITLED | TOD_POD; How this account is titled. Drives this account's own basis step-up/survivor-bonus fraction instead of the household-wide property regime, and flags JTWROS/community-property review prompts on Sheet 14. Leave blank to use the household default."
Account Titling,Member_1_IRA,trust_see_through,,bool,TRUE if a trust named as beneficiary qualifies as a see-through trust for RMD purposes (avoids the Sheet 14 trust_no_see_through flag).
Account Titling,Member_1_Roth,primary_beneficiary,,text,Name of the primary beneficiary on file for this account. Reviewed by the Beneficiary & Titling Audit (Sheet 14).
Account Titling,Member_1_Roth,contingent_beneficiary,,text,Name of the contingent (backup) beneficiary on file for this account.
Account Titling,Member_1_Roth,titling,,choice,"INDIVIDUAL | JTWROS | TENANTS_IN_COMMON | COMMUNITY_PROPERTY | SEPARATE_PROPERTY | TRUST_TITLED | TOD_POD; How this account is titled. Drives this account's own basis step-up/survivor-bonus fraction instead of the household-wide property regime, and flags JTWROS/community-property review prompts on Sheet 14. Leave blank to use the household default."
Account Titling,Member_1_Roth,trust_see_through,,bool,TRUE if a trust named as beneficiary qualifies as a see-through trust for RMD purposes (avoids the Sheet 14 trust_no_see_through flag).
Account Titling,Member_1_Trust,primary_beneficiary,,text,Name of the primary beneficiary on file for this account. Reviewed by the Beneficiary & Titling Audit (Sheet 14).
Account Titling,Member_1_Trust,contingent_beneficiary,,text,Name of the contingent (backup) beneficiary on file for this account.
Account Titling,Member_1_Trust,titling,,choice,"INDIVIDUAL | JTWROS | TENANTS_IN_COMMON | COMMUNITY_PROPERTY | SEPARATE_PROPERTY | TRUST_TITLED | TOD_POD; How this account is titled. Drives this account's own basis step-up/survivor-bonus fraction instead of the household-wide property regime, and flags JTWROS/community-property review prompts on Sheet 14. Leave blank to use the household default."
Account Titling,Member_1_Trust,trust_see_through,,bool,TRUE if a trust named as beneficiary qualifies as a see-through trust for RMD purposes (avoids the Sheet 14 trust_no_see_through flag).
Account Titling,Member_2_IRA,primary_beneficiary,,text,Name of the primary beneficiary on file for this account. Reviewed by the Beneficiary & Titling Audit (Sheet 14).
Account Titling,Member_2_IRA,contingent_beneficiary,,text,Name of the contingent (backup) beneficiary on file for this account.
Account Titling,Member_2_IRA,titling,,choice,"INDIVIDUAL | JTWROS | TENANTS_IN_COMMON | COMMUNITY_PROPERTY | SEPARATE_PROPERTY | TRUST_TITLED | TOD_POD; How this account is titled. Drives this account's own basis step-up/survivor-bonus fraction instead of the household-wide property regime, and flags JTWROS/community-property review prompts on Sheet 14. Leave blank to use the household default."
Account Titling,Member_2_IRA,trust_see_through,,bool,TRUE if a trust named as beneficiary qualifies as a see-through trust for RMD purposes (avoids the Sheet 14 trust_no_see_through flag).
Account Titling,Member_2_Roth,primary_beneficiary,,text,Name of the primary beneficiary on file for this account. Reviewed by the Beneficiary & Titling Audit (Sheet 14).
Account Titling,Member_2_Roth,contingent_beneficiary,,text,Name of the contingent (backup) beneficiary on file for this account.
Account Titling,Member_2_Roth,titling,,choice,"INDIVIDUAL | JTWROS | TENANTS_IN_COMMON | COMMUNITY_PROPERTY | SEPARATE_PROPERTY | TRUST_TITLED | TOD_POD; How this account is titled. Drives this account's own basis step-up/survivor-bonus fraction instead of the household-wide property regime, and flags JTWROS/community-property review prompts on Sheet 14. Leave blank to use the household default."
Account Titling,Member_2_Roth,trust_see_through,,bool,TRUE if a trust named as beneficiary qualifies as a see-through trust for RMD purposes (avoids the Sheet 14 trust_no_see_through flag).
Account Titling,Member_2_Trust,primary_beneficiary,,text,Name of the primary beneficiary on file for this account. Reviewed by the Beneficiary & Titling Audit (Sheet 14).
Account Titling,Member_2_Trust,contingent_beneficiary,,text,Name of the contingent (backup) beneficiary on file for this account.
Account Titling,Member_2_Trust,titling,,choice,"INDIVIDUAL | JTWROS | TENANTS_IN_COMMON | COMMUNITY_PROPERTY | SEPARATE_PROPERTY | TRUST_TITLED | TOD_POD; How this account is titled. Drives this account's own basis step-up/survivor-bonus fraction instead of the household-wide property regime, and flags JTWROS/community-property review prompts on Sheet 14. Leave blank to use the household default."
Account Titling,Member_2_Trust,trust_see_through,,bool,TRUE if a trust named as beneficiary qualifies as a see-through trust for RMD purposes (avoids the Sheet 14 trust_no_see_through flag).
Insurance In Force,Life_1,policy_type,,choice,Life | Disability | Long-Term Care | Umbrella | Other; policy type shown in the section heading.,
Insurance In Force,Life_1,owner,,text,Policy owner.,
Insurance In Force,Life_1,insured,,text,Insured person or covered property.,
Insurance In Force,Life_1,beneficiary,,text,Primary beneficiary.,
Insurance In Force,Life_1,face_amount,,USD,Death benefit / face amount.,
Insurance In Force,Life_1,term_end_year,,year,Term end year in YYYY format.,
Insurance In Force,Life_1,annual_premium,,USD,Annual premium amount; premium-end year fields use YYYY.,
Insurance In Force,Life_1,premium_end_year,,year,Last premium year in YYYY format.,
Insurance In Force,Life_1,notes,,text,Optional policy notes.,
